isbn,keywords
9780872864283,"bilingual, collection, neruda, essential, poems, indispensable"
9780141187396,"shooting, elephant, orwell, searing, painfully, honest, account, experience, police, officer, imperial, burma, killing, escaped, front, crowd, solely, avoid, looking, fool, masterly, essays, collection, include, classics, country, right, left, poor, die, joys, memoir, horrors, public, school, well, discussions, shakespeare, sleeping, rough, boys, weeklies, spirited, defence, english, cooking, opinionated, uncompromising, provocative, hugely, entertaining, show, unique, ability, get, heart, subject"
9780451218599,"twelve, times, week, answered, uta, hagen, asked, often, like, play, martha, afraid, virginia, woolf, way, audiences, critics, alike, could, get, enough, edward, albee, masterful, dark, comedy, portrays, husband, wife, george, searing, night, dangerous, fun, games, evening, end, stunning, almost, unbearable, revelation, provides, climax, shocked, years, razor, sharp, dialogue, stripping, away, social, pretense, newsweek, rightly, foresaw, brilliantly, original, work, art, excoriating, theatrical, experience, surging, shocks, recognition, dramatic, fire, igniting, broadway, time, come"
9780156027755,"two, decades, first, wellesley, cornell, nabokov, introduced, undergraduates, delights, great, fiction, collected, time, famous, lectures, include, mansfield, park, bleak, house, ulysses, edited, foreword, fredson, bowers, introduction, john, updike, illustrations"
9780316925280,"widely, acclaimed, essays, author, infinite, jest, television, tennis, cruise, ships, established, david, foster, wallace, one, preeminent, essayists, generation, exuberantly, praised, book, collection, seven, pieces, subjects, ranging, illinois, state, fair, films, lynch, postmodern, literary, theory, supposed, fun, traveling, aboard, caribbean, luxury, cruiseliner, brings, nonfiction, curiosity, hilarity, exhilarating, verbal, facility, delighted, readers, fiction, including, bestselling"
9781573225144,"national, bestseller"
9781563924699,"haynes, offers, best, coverage, cars, trucks, vans, suvs, motorcycles, market, today, manual, contains, easy, follow, step, instructions, linked, hundreds, photographs, illustrations, included, every, troubleshooting, section, help, identify, specific, problems, tips, give, valuable, short, cuts, make, job, easier, eliminate, need, special, tools, notes, cautions, warnings, home, mechanic, color, spark, plug, diagnosis, use, index"
9780307264879,"includes, seven, books, one, volume, full, texts, slouching, towards, bethlehem, white, album, salvador, miami, henry, political, fictions, featured, netflix, documentary, joan, didion, center, hold, incomparable, distinctive, essays, journalism, admired, acute, incisive, observations, spare, elegant, style, nonfiction, appeared, 1968, 2003, brought, together, thrilling, collection"
9780140442274,"one, greatest, philosophers, nineteenth, century, schopenhauer, 1788, 1860, believed, human, action, determined, reason, blind, irrational, desire, physical, existence, selection, writings, religion, ethics, politics, women, suicide, books, many, themes, taken, last, work, parerga, paralipomena, published, 1851, pieces, depict, humanity, locked, struggle, beyond, good, evil, individual, absolutely, free, within, godless, world, art, morality, self, awareness, salvation, innovative, pessimistic, view, proved, powerfully, influential, upon, philosophy, directly, affecting, nietzsche, wittgenstein, wagner, among, others"
9780385720854,"playing, shakespeare, premier, guide, understanding, appreciating, mastery, world, greatest, playwright, together, royal, company, actors, among, patrick, stewart, judi, dench, ian, mckellen, ben, kingsley, david, suchet, john, barton, demonstrates, adapt, elizabethan, theater, modern, stage, director, begins, explicating, verse, prose, speeches, soliloquies, naturalistic, heightened, language, discover, essence, characters, second, section, explore, nuance, shakespearean, evoking, irony, ambiguity, striking, delicate, balance, passion, profound, intellectual, thought, finding, new, approaches, controversial, creation, shylock, merchant, venice, practical, essential, stand, years, authoritative, favorite, scholars, teachers, students"
9781401308209,"wicked, musical, phenomenon, every, week, 15, 000, people, pack, new, york, gershwin, theatre, see, show, successful, broadway, 2004, based, bestselling, novel, name, gregory, maguire, tells, story, elphaba, headstrong, witch, west, glinda, good, growing, land, oz, cast, spell, fans, many, return, second, third, viewings, 2005, begins, extensive, tour, across, united, states, canada, hitting, major, cities, toronto, chicago, los, angeles, san, francisco, washington, c, beautifully, packaged, whimsical, keepsake, designed, resemble, grimmerie, ancient, book, spells, uses, offers, behind, curtains, peek, profiles, creative, team, inside, stories, full, color, photographs, throughout, irresistible, special, features, include, ozian, glossary, illustrated, family, tree, step, look, gets, green, everything, need, relive, experience, day"
9780679772644,"one, brilliantly, iconoclastic, playwrights, takes, art, profession, acting, words, invent, nothing, deny, speak, stand, stay, school, schools, interpretation, sense, memory, method, david, mamet, jackhammer, idols, contemporary, revealing, true, heroism, nobility, craft, shows, actors, undertake, auditions, rehearsals, deal, agents, directors, engage, audiences, faithful, script, rejecting, temptations, seduce, many, colleagues, bracing, clarity, exhilarating, common, false, shocking, practical, witty, instructive, irreverent, inspiring"
9780684827902,"thucydides, called, account, two, decades, war, athens, sparta, possssion, time, indeed, first, still, famous, work, western, historical, tradition, considered, essential, reading, generals, statesmen, liberally, educated, citizens, 2, 000, years, peloponnesian, mine, military, moral, political, philosophical, wisdom"
9780801881855,"left, moby, dick, printer, 1851, herman, melville, lamented, nathaniel, hawthorne, would, go, history, man, lived, among, cannibals, death, 1891, known, author, typee, 1846, omoo, 1847, semiautobiographical, travel, books, literary, sensations, sensual, description, south, sea, islanders, transatlantic, furor, raged, whether, fact, fiction, famous, character, fayaway, captain, ahab, white, whale, bartleby, definitely, billy, budd, whose, story, remained, unpublished, 1924, 1819, first, two, volume, project, constituting, fullest, biography, ever, published, hershel, parker, co, editor, northwestern, newberry, edition, writings, reveals, extraordinary, precision, twisted, turmoil, life, beginning, manhattan, boyhood, surrounded, tokens, heroic, ancestors, witnessed, father, dissipation, family, fortunes"
9780684873169,"king, gonzo, journalism, bestselling, author, brought, fear, loathing, las, vegas, comes, another, astonishing, volume, letters, hunter, thompson, brazen, incisive, outrageous, ever, second, private, correspondence, highly, anticipated, follow, proud, highway, first, book, appeared, 1997, time, pronounced, deliriously, entertaining, rolling, stone, called, brilliant, beyond, description, new, york, times, celebrated, wicked, humor, bracing, political, conviction, spanning, years, 1968, 1976, never, published, show, building, legend, running, sheriff, aspen, colorado, creating, seminal, road, twisting, reporting, heights, making, sense, landmark, campaign, trail, 72, read, dispatches, addressed, friends, enemies, editors, creditors, notables, jimmy, carter, tom, wolfe, kurt, vonnegut, raw, revolutionary, eyewitness, account, one, exciting, pivotal, eras, american, history"
9780060973469,"laura, ingalls, wilder, country, takes, millions, fans, little, house, books, hit, tv, series, enchanting, tour, real, world, well, loved, author, visiting, people, places, inspired, classic, hundreds, photos, many, full, color, memorabilia, book, makes, beautiful, gift"
9780691014524,"description, book, dostoevsky, stir, liberation, 1860, 1865, forthcoming"
9780691014227,"description, book, dostoevsky, years, ordeal, 1850, 1859, forthcoming"
9781591840565,"new, product, service, company, division, organization, anything, way, begins, dream, quit, lifetime, thunderbolt, pure, inspiration, obsession, world, beater, killer, app, next, big, thing, everyone, wants, make, better, place, becomes, possessed, grand, idea"
9780385514415,"novel, inspired, classic, film, caine, mutiny, hit, broadway, play, court, martial, herman, wouk, boldly, dramatic, brilliantly, entertaining, life, navy, warship, pacific, theater, immediately, embraced, upon, original, publication, 1951, one, first, serious, works, american, fiction, grapple, moral, complexities, human, consequences, world, war, ii, intervening, half, century, become, perennial, favorite, readers, young, old, sold, millions, copies, throughout, achieved, status, modern"
9780873388245,"content, tolkien, mythology, silmarillion, subject, considerable, exploration, analysis, many, years, logistics, development, mostly, ignored, deserve, closer, investigation, nineteenth, twentieth, century, scholars, understood, term, gathering, song, story, derived, described, identifiable, world, made, continuous, effort, several, construct, comprehensive, include, stories, also, storytellers, scribes, bards, offspring, thought, interrupted, music, flieger, attempts, illuminate, structure, work, allowing, reader, appreciate, broad, overarching, design, careful, painstaking, construction, endeavors, follow, beginning, idea, mind, final, never, implemented, mechanism, realizing, bringing, voices, reading, public, addition, reviews, mythmaking, history, english, literature, spenser, milton, blake, well, joyce, yeats, reflects, important, differences, predecessors, even, contemporaries, depth, study, fascinate, interested, fantasy"
9780940450318,"four, novels, library, america, volume, show, wharton, height, powers, social, observer, critic, examining, american, european, lives, vision, rich, detail, satire, tragedy, strong, autobiographical, impulse, disciplined, writer, craft, unfailing, regard, audience, house, mirth, 1905, tenth, book, first, novel, contemporary, life, immediate, runaway, bestseller, 140, 000, copies, print, within, three, months, publication, story, young, lily, bart, tragic, sojourn, among, upper, class, turn, century, new, york, touches, insidious, effects, convention, upon, sexual, financial, aggression, women, independent, spirit, exposed, reef, 1912, two, couples, whose, marriage, plans, upset, revelation, past, affair, george, darrow, mature, bachelor, sophy, vener, happens, fiancée, future, wife, stepson, henry, james, called, triumph, method, shares, nuance, golden, bowl, custom, country, 1913, amatory, saga, undine, spragg, apex, city, beautiful, spoiled, ambitious, charms, conquer, society, vulgar, voracious, presides, series, men, representing, old, aristocracies, continents, comedy, drawn, unmistakably, age, innocence, 1920, set, youth, rules, taboos, tribe, held, yet, unchallenged, sway, quasi, anthropological, study, remembered, culture, curious, conventions, tells, countess, olenska, formerly, ellen, mingott, refugee, disastrous, newland, archer, heir, tradition, respectability, family, honor, struggle, uneasily, attraction, nonprofit, cultural, organization, founded, 1979, preserve, nation, literary, heritage, publishing, keeping, permanently, best, significant, writing, includes, 300, volumes, date, authoritative, editions, average, 1, pages, length, feature, cloth, covers, sewn, bindings, ribbon, markers, printed, premium, acid, free, paper, last, centuries"
9780465020942,"fans, hofstadter, le, ton, beau, de, marot, delighted, see, meticulous, theories, translation, put, practice, seems, destined, become, definitive, english, language, version, eugene, onegin, sure, bring, new, deserving, readers, neglected, literary, jewel"
9780764804946,"divine, comedy, cornerstone, western, literature, better, part, millennium, work, joseph, gallagher, brings, power, prestige, medieval, classic, new, generation, readers, taking, guided, tour, heaven, purgatory, hell"
9780202010991,"stone, age, economics, classic, study, anthropological, first, published, 1974, ambitiously, tackling, nature, economic, life, comparatively, book, includes, six, studies, reflect, author, ideas, revising, traditional, views, hunter, gatherer, called, primitive, societies, revealing, original, affluent, society"
9780231102438,"many, years, study, pre, seventeenth, century, english, drama, shaped, largely, understanding, everything, written, revolved, around, individual, author, either, part, tradition, prepared, way, shakespeare, legacy, twenty, five, original, essays, leading, theorists, historians, chart, paradigmatic, shift, within, field, contrast, traditional, emphasis, authors, contributors, explore, place, stage, larger, society, well, issues, performance, physical, space, organized, three, sections, early, examines, settings, plays, acted, social, juxtaposes, theater, contemporary, subcultures, church, city, court, finally, conditions, publication, explores, wide, range, material, contexts, props, printers"
9781559360807,"mesmerizing, haunting, lyrical, translation, broadwayworld, com, passionate, primal, poetic, beautifully, translated, langston, hughes, toronto, merwin, reveals, sensitivity, sense, scale, musicality, melia, benussen, introduction, one, spain, greatest, poets, dramatists, federico, garcia, lorca, wrote, many, styles, achieved, maturity, fame, peasant, plays, blood, wedding, yerma, impassioned, language, imagery, accentuate, tragic, narratives, never, published, translations, unite, masterpieces, two, america, gifted, w, epigrammatic, style, unsentimental, lyricism, heighten, urgency, fervor, story, woman, whose, thwarted, yearning, child, makes, murder, indifferent, husband, preeminent, african, american, poet, infuses, version, unwilling, bride, elopes, lover, night, rhythmic, intensity, linguistic, beauty, fellow, could, achieve"
9780140442090,"arguably, greatest, greek, lyric, poet, pindar, controversial, figure, fifth, century, greece, conservative, boiotian, aristocrat, studied, athens, writer, physical, prowess, whose, interest, games, largely, philosophical, epinician, odes, choral, songs, extolling, victories, olympia, delphi, nemea, korinth, cover, whole, spectrum, moral, order, earthly, competition, fate, mythology, c, bowra, clear, translation, one, central, image, stands, successful, athlete, transformed, transfigured, power, gods"
9780060923310,"pulitzer, prize, winning, biographer, revealing, fascinating, important, biography, one, greatest, literary, figures"
9780674530805,"winner, national, book, award, massively, detailed, biography, throws, light, study, brilliant, poet, emily, dickinson, small, window, desk, come, see, life, included, horror, exaltation, humor, lives, poetry, abundance, impartiality, richard, b, sewall, shows, us, woman"
9780226469447,"professor, lattimore, holding, closely, original, metres, produced, renderings, great, power, beauty, feeling, telling, noun, verb, simple, yet, poignant, epithet, dramatic, turn, syntax, marked, completely, freed, poems, sentimentality, thrilling, ancient, names, anacreon, alcaeus, simonides, sappho, acquire, fresh, brilliance, vitality, hand, louise, bogan, new, yorker"
9780816611355,"first, published, 1983, routledge, imprint, taylor, francis, informa, company"
9780307275691,"phenomenally, bestselling, author, curious, incident, dog, night, time, comes, mark, haddon, first, collection, poems, book, poetry, may, surprise, many, fans, also, one, virtuosity, range, talking, horse, sad, girl, village, sea, reveals, poet, great, versatility, formal, talent, gifts, admired, prose, strong, evidence, humanity, dark, humour, uncanny, ventriloquism, writer, considerable, seriousness, lyric, power, surreal, invention, consolidate, reputation, imaginative, writers, contemporary, literature"
9780375703423,"rohinton, mistry, enthralling, novel, domestic, drama, intently, observed, portrait, present, day, bombay, vitality, corruption, age, seventy, nine, nariman, vakeel, already, suffering, parkinson, disease, breaks, ankle, finds, wholly, dependent, family, step, children, coomy, jal, spacious, apartment, inaptly, named, chateau, felicity, squeamish, resentful, tend, physical, needs, must, turn, younger, daughter, roxana, husband, yezad, two, sons, share, small, crowded, home, decision, test, material, resources, surprising, ways, tolerance, compassion, integrity, faith, sweeping, intimate, tragic, mirthful, matters, work, enormous, emotional, power"
9780967967578,"fifty, years, reading, homer, alone, students, prepared, eva, brann, bring, odyssey, iliad, back, life, today, readers, homeric, moments, brilliantly, conveys, unique, delights, epics, focuses, crucial, scenes, mark, high, points, narratives, penelope, odysseus, faithful, wife, returning, husband, sit, face, hearth, first, time, twenty, young, telemachus, father, side, boldly, confronts, angry, suitors, achilles, gives, way, boundless, grief, death, friend, patroclus"
9780573014673,"lost, fog, stranger, seeks, refuge, nearby, house, find, man, shot, dead, wife, standing, smoking, gun, confession, anything, convincing, unexpected, guest, decides, help, remarkably, police, clues, point, died, two, years, previously, ghosts, past, begin, emerge, tangled, web, lies, reveals, family, secrets, chilling, motives, real, murderer, turns, greatest, mystery"
9780140186574,"collection, includes, poems, incomplete, collected, 1929, separate, smaller, volumes, issued, lawrence, lifetime, uncollected, appendix, juvenilia, another, containing, variants, early, drafts, critical, introductions, also, full, textual, explanatory, notes"
9781400066100,"grace, dignity, eloquence, long, hallmarks, maya, angelou, poetry, measured, verses, stirred, souls, energized, minds, healed, hearts, whether, offering, hope, darkest, nights, expressing, sincere, joy, extraordinariness, everyday, served, common, voice, celebrations, collection, timely, timeless, poems, integral, part, global, fabric, several, works, become, nearly, iconic, inspiring, pulse, morning, read, president, william, jefferson, clinton, 1993, inauguration, heartening, amazing, peace, presented, 2005, lighting, national, christmas, tree, white, house, brave, startling, truth, marked, fiftieth, anniversary, united, nations, mother, beautifully, honors, first, woman, lives, writes, public, private, bar, mitzvah, wish, nephew, birthday, greeting, oprah, winfrey, memorial, tribute, late, luther, vandross, barry, writer, chronicler, history, advocate, champion, planet, well, patriot, mentor, friend, shared, cherished, wisdom, proves, always, cause, celebration"
9780684847559,"edith, wharton, first, woman, win, pulitzer, prize, vividly, reflects, public, private, life, stunning, memoir, richness, delicacy, describes, sophisticated, new, york, society, spent, youth, chronicles, travels, throughout, europe, literary, success, adult, beautifully, depicted, friendships, many, celebrated, artists, writers, day, including, close, friend, henry, james, introduction, edition, louis, auchincloss, calls, writing, backward, glance, firm, crisp, lucid, best, novels, charm, fascinate, readers, fiction"
9780395971284,"simon, foundling, wolves, willoughby, chase, arrives, london, meet, old, friend, pursue, study, painting, instead, finds, unwittingly, middle, wicked, crew, fiendish, caper, overthrow, good, king, james, duke, duchess, battersea, help, sophie, resourceful, waif, dido, narrowly, escapes, series, madcap, close, calls, dangerous, run, ins, time, place, villains, nothing, halfway, faced, wild, poisoned, pies, kidnapping, wrecked, ship, cleverly, contrived, tale, intrigue, misadventure"
9780156260268,"beginning, nin, arrival, new, york, volume, filled, stories, analytical, patients, shift, emphasis, also, becomes, aware, inevitable, choice, facing, artist, modern, world, sensitive, frank, diary, dialogue, flesh, spirit, newsweek, edited, preface, gunther, stuhlmann, index"
9780472081615,"epic, poems, one, called, first, greek, philosopher, theologian"
9780872205857,"volume, offers, fruits, peter, meineck, paul, woodruff, dynamic, collaboration, plays, sophocles, theban, cycle, presenting, translators, oedipus, tyrannus, 2000, along, antigone, 2001, muscular, new, colonus, grippingly, readable, three, translations, combine, fidelity, greek, concision, clarity, powerful, hard, edged, speech, play, features, foot, page, notes, stage, directions, line, numbers, introduction, discusses, playwright, athenian, theatre, performance, composition, plots, characters, also, thoughtful, reflections, major, critical, interpretations"
9780195143102,"readers, actors, students, teachers, theatrical, directors, new, translation, one, greatest, plays, history, western, world, provides, best, combination, contemporary, powerful, language, along, superb, background, notes, meaning, interpretation, ancient, beliefs, attitudes, contexts"
9781557046550,"newest, screenplay, oscar, r, nominated, writers, election, schmidt, sideways, tale, two, men, adventure, california, wine, country"
9780306812996,"since, suicide, age, thirty, sylvia, plath, 1932, 1963, celebrated, impeccable, ruthless, poetry, rough, magic, probes, events, life, including, turbulent, marriage, poet, ted, hughes"
9780393098747,"text, accompanied, wealth, carefully, chosen, background, materials, essays"
9780684825892,"four, europe, mysterious, fascinating, writers, shaped, modern, mind"
9780198721598,"plays, aristophanes, oldest, comedies, still, survive, famous, comic, characters, fantastic, plots, farcical, action, earthy, humour, also, highly, topical, full, comments, serious, politics, current, affairs, classical, athens"
9781591396192,"global, phenomenon, embraced, business, worldwide, published, 40, languages, international, bestseller, challenges, everything, thought, knew, requirements, strategic, success, since, dawn, industrial, age, companies, engaged, head, competition, search, sustained, profitable, growth, fought, competitive, advantage, battled, market, share, struggled, differentiation, yet, influential, immensely, popular, book, shows, hallmarks, strategy, way, create, future, blue, ocean, w, chan, kim, renee, mauborgne, argue, cutthroat, results, nothing, bloody, red, rivals, fighting, shrinking, profit, pool, based, study, 150, moves, spanning, 100, years, across, 30, industries, authors, lasting, comes, battling, competitors, creating, oceans, untapped, new, spaces, ripe"
9780060724290,"complete, early, work, renowned, african, american, poet"
9780816632589,"essential, work, proust, paperback, remarkable, instance, literary, philosophical, interpretation, incomparable, gilles, deleuze, reads, marcel, narrative, apprenticeship, precisely, man, letters, considering, search, one, directed, experience, signs, protagonist, learns, interpret, decode, kinds, types, symbols, surround, conducts, us, corollary, leads, new, understanding, constitute, la, recherche, du, temps, perdu, richard, howard, graceful, translation, augmented, essay, added, later, french, edition, complete, english, version, admired, imaginative, innovative, study, accessible, works, stands, writer, sustained, attempt, understand, explain, art"
9780801882982,"rethinking, economics, war, intersection, need, creed, greed, questions, adequacy, explaining, today, internal, armed, conflicts, purely, terms, economic, factors, reestablishes, importance, identity, grievances, creating, sustaining, wars, collection, essays, responds, current, works, asserting, income, natural, resources, end, means, warring, rebel, groups, study, puts, place, restores, deprivation, discrimination, primary, causes, conflict, within, states, countries, studied, include, lebanon, sierra, leone, angola, republic, congo, colombia, afghanistan"
9780802143075,"rock, n, roll, electrifying, collision, romantic, revolutionary, 1968, world, ablaze, rebellion, accompanied, sound, track, rolling, stones, bob, dylan, clutching, prized, collection, albums, jan, cambridge, graduate, student, returns, homeland, czechoslovakia, soviet, tanks, prague, security, forces, tighten, grip, artistic, expression, inexorably, drawn, toward, dangerous, act, dissent, back, england, volcanic, mentor, max, faces, war, free, spirited, daughter, cancer, stricken, wife, attempt, break, walls, academic, emotional, obstinacy, next, twenty, years, love, espionage, chance, loss, extraordinary, lives, spin, intersect, unexpected, reunion, see, truly, worth, fight"
9780743273060,"love, lies, bleeding, delillo, third, play, daring, profoundly, compassionate, story, life, death, art, human, connection, three, people, gather, determine, fate, man, sits, straight, backed, chair, saying, nothing, alex, macklin, gave, easel, painting, land, southwestern, desert, seventy, helpless, wake, second, stroke, around, bearers, complicated, son, young, wife, older, woman, years, past, feels, emotional, tenacity, long, ended, question, answer, end, remote, setting, without, seeking, medical, legal, guidance, move, unsteadily, toward, last, things, luminous, spare, unnervingly, comic, always, deeply, moving, explores, number, perilous, questions, value, measure"
9780156495400,"fastidiously, shaped, series, lectures, based, chapter, synopsis, spanish, classic, rejecting, common, interpretation, quixote, warm, satire, nabokov, perceives, work, catalog, cruelty, gaunt, knight, passes, edited, preface, fredson, bowers, photographs"
9780140714753,"acclaimed, pelican, shakespeare, series, edited, r, braunmuller, stephen, orgel, legendary, features, authoritative, meticulously, researched, texts, paired, scholarship, renowned, shakespeareans, book, includes, essay, theatrical, world, time, introduction, individual, play, detailed, note, text, used, updated, general, editors, easy, read, editions, incorporate, thirty, years, undertaken, since, original, alfred, harbage, appeared, 1956, 1967, definitive, illuminating, essays, remain, valued, resource, students, teachers, theater, professionals, many, come"
9780413752802,"published, new, methuen, classical, dramatists, series, always, controversial, euripides, plays, celebrated, subtlety, characterisation, unorthodox, dramatic, style, volume, contains, three, finest, tragedies, medea, abandoned, wife, murders, children, phoenician, women, twist, story, oedipus, jocasta, bacchae, macabre, complex, play, power, irrationality, dionysos, translations, david, thompson, j, michael, walton, introduction"
9780415936842,"strange, sounds, timothy, taylor, explains, wonder, anxiety, provoked, technological, revolution, began, 1940s, gathers, steam, daily, discusses, ultural, role, technology, use, making, music, inevitable, concerns, authenticity, arise, electronic, informative, highly, entertaining, fans, scholars, provocative, look, perform, listen, understand, today"
9780201485677,"refactoring, improving, design, existing, code, process, changing, software, system, way, alter, external, behavior, yet, improves, internal, structure, even, take, bad, rework, good, one, book, offers, thorough, discussion, principles, including, spot, opportunities, set, required, tests, also, catalog, 40, proven, refactorings, details, use, step, instructions, implementing, example, illustrating, works, written, using, java, principle, language, ideas, applicable, oo"
9780465067107,"first, businesses, discovered, quality, key, competitive, edge, next, came, service, donald, norman, former, director, institute, cognitive, science, university, california, reveals, smart, design, new, frontier, everyday, things, powerful, primer, products, satisfy, customers, others, frustrate"
9780452282315,"remarkable, series, lectures, art, creating, effective, nonfiction, one, 20th, century, profound, writers, thinkers, available, first, time, print"
9780140436990,"thomas, hardy, abandoned, novel, form, turn, century, probably, public, reaction, jude, obscure, continued, write, verse, displaying, wide, variety, metrical, styles, stanza, forms, broad, scope, tone, attitude, definitive, volume, contains, selections, numerous, collections, published, 1898, 1928, seventy, years, penguin, leading, publisher, classic, literature, english, speaking, world, 1, 700, titles, classics, represents, global, bookshelf, best, works, throughout, history, across, genres, disciplines, readers, trust, series, provide, authoritative, texts, enhanced, introductions, notes, distinguished, scholars, contemporary, authors, well, date, translations, award, winning, translators"
9781405122498,"important, new, book, addresses, key, topics, contemporary, conservation, biology, written, internationally, renowned, team, authors, explores, cutting, edge, issues, modern, biodiversity, including, controversial, subjects, rarity, prioritization, conflict, people, wildlife, human, aspect, relevance, animal, welfare, role, nongovernment, organizations, also, tackles, management, diseases, examines, impact, bushmeat, extraction, hunting, conservationist, toolbox, essays, explore, basic, tools, computer, modeling, genetics, metapopulation, processes, ingenious, use, hi, tech, equipment, topic, explored, three, top, international, experts, assembled, bring, cross, knowledge, penetrating, synthesis, theoretical, practical, perspectives, interdisciplinary, nature, reflected, throughout"
9781405117074,"written, one, world, leading, literary, theorists, book, provides, wide, ranging, accessible, humorous, introduction, english, novel, daniel, defoe, present, day, covers, works, major, authors, including, henry, fielding, samuel, richardson, laurence, sterne, walter, scott, jane, austen, brontes, charles, dickens, george, eliot, thomas, hardy, james, joseph, conrad, virginia, woolf, h, lawrence, joyce, distils, essentials, theory, follows, model, eagleton, hugely, popular, second, edition, 1996"
9780802141941,"meeting, two, twentieth, century, greatest, playwrights, tom, stoppard, reinvigorated, luigi, pirandello, masterpiece, madness, sanity, fall, horse, italian, aristocrat, believes, obscure, medieval, german, emperor, henry, iv, twenty, years, living, royal, illusion, beloved, appears, noted, psychiatrist, shock, madman, back, efforts, expose, past, twelve, nobleman, fact, sane, mask, removed, launches, offensive, deflect, unwanted, attention, characters, race, linguistically, stoppardian, dervishes, battling, upper, hand, laughs, one, question, emerges, constitutes"
9780571207985,"electric, light, travels, widely, time, space, visiting, sites, classical, world, revisiting, poet, childhood, rural, electrification, ancient, evenings, reconciled, within, orbit, single, lifetime, book, origins, least, words, oracles, places, things, start, ground, understanding, whether, arcadia, anahorish, sanctuary, epidaurus, bann, valley, county, derry"
9780330426947,"valparaiso, breathtaking, play, delillo, man, sets, imagines, ordinary, business, trip, indiana, proves, anything, run, mill, turning, instead, mock, heroic, journey, toward, identity, transcendence"
9780198145707,"contains, greek, texts, seven, extant, plays, aeschylus, persae, septem, contra, thebas, supplices, agamemnon, choephoroe, eumenides, prometheus, vinctus"
9780413712004,"two, gripping, plays, one, america, exciting, playwrights, boy, life, love, relationships, growing, new, york, city, substantial, play, makes, howard, korder, presence, take, seriously, theater, village, voice, search, destroy, corporate, politics, lies, know, worst, thing, man, mr, carling, undertake, adventure, misjudge, strength, daily, telegraph, described, rare, desperately, want, going, happen, next, received, british, premiere, royal, court, theatre, may, 1993"
9781590170380,"editors, legendary, hilarious, anthology, write, would, seem, hasty, glance, make, bad, verse, whole, simple, matter, contrary, canons, like, good, constant, preoccupation, compilers, include, book, chiefiy, indeed, one, finds, best, worst, greatest, poets, english, language, masterpieces, maladroit, dryden, wordsworth, keats, among, many, others, together, index, maiden, feathered, uncontrolled, appetites, 59, manure, adjudged, fit, subject, muse, 91, inspired, work, folly"
9780195087451,"second, volume, oxford, new, divine, comedy, presents, italian, text, purgatorio, facing, pages, prose, translation, continuing, story, poet, journey, medieval, world, guidance, roman, virgil, culminates, regaining, garden, eden, reunion, long, lost, love, beatrice, edition, takes, recent"
9780820328072,"adding, 20, percent, original, content, completely, updated, edition, indispensable, guide, thomas, pynchon, gravity, rainbow, steven, weisenburger, takes, reader, page, often, line, welter, historical, references, scientific, data, cultural, fragments, anthropological, research, jokes, puns, around, wove, story, fully, annotates, use, languages, ranging, russian, hebrew, subdialects, english, 1940s, street, talk, drug, lingo, military, slang, well, obscure, terminology, black, magic, rosicrucianism, pavlovian, psychology, companion, also, reveals, underlying, organization, book, myriad, form, patterns, meaning, structure, eluded, admirers, critics, novel, keyed, pages, principal, american, editions, viking, penguin, 1973, bantam, 1974, special, repaginated, paperback, 2000, honoring, one, twenty, great, books, twentieth, century"
9781878972187,"including, fabled, text, done, judgment, god, collection, compiles, scatalogical, writings, artaud, final, years"
9781400041923,"one, founding, documents, western, culture, surviving, ancient, greek, trilogy, oresteia, aeschylus, great, tragedies, time, three, plays, portray, bloody, events, follow, victorious, return, king, agamemnon, trojan, war, start, sacrificed, daughter, iphigeneia, secure, divine, favor, iphi, geneia, mother, clytemnestra, kills, husband, revenge, turn, murdered, son, orestes, sister, electra, encouragement, pursued, furies, put, trial, fate, decided, goddess, athena, far, story, murder, ven, geance, royal, house, atreus, serves, dramatic, parable, evolution, justice, civilization, still, powerful, 2, 500, years, presented, george, thomson, classic, translation, renowned, fidelity, rhythms, richness, original"
9780413728609,"play, author, trainspotting, within, sound, proofed, walls, disused, recording, studio, score, settled, two, inner, city, low, lifes, take, law, hands, satisfy, craving, fun, fear, freakish, sense, justice, hole, premiered, west, yorkshire, playhouse, toured, internationally, although, banned, belgium"
9780394700137,"first, published, 1930, analytical, systematic, guide, ulysses, written, joyce, supervision, gilbert, clarified, masterpiece, time, created, book, meaningful, significant"
9780872207332,"paradise, lost, remains, challenging, relevant, today, turbulent, intellectual, political, environment, written, edition, aims, bring, poem, fully, alive, modern, reader, would, milton, contemporaries, provides, newly, edited, text, 1674, last, lifetime, carefully, modernized, spelling, punctuation, marginal, glosses, define, unfamiliar, words, extensive, annotations, foot, page, clarify, syntax, poetics, explore, range, literary, biblical, allusions, point, major, concerns, david, kastan, lively, introduction, considers, central, interpretative, issues, raised, demonstrating, thoroughly, engaged, vital, contested, time, reveal, less, perhaps"
