isbn,title,writer,publisher,avg_score
9780684871226,Lonesome Dove,Larry McMurtry,Simon & Schuster,4.49
9780684807546,Comanche Moon,Larry McMurtry,Simon & Schuster,4.03
9780671728205,Night of the Fox (Dougal Munro and Jack Carter #1),Jack Higgins,Pocket Books,3.92
9780553282801,Mitla Pass,Leon Uris,Bantam,3.84
9781600100291,The Complete Clive Barker's The Great And Secret Show,Chris Ryall/Gabriel Rodríguez/Clive Barker,IDW Publishing,4.23
9780006176954,The Great And Secret Show (Book of the Art #1),Clive Barker,Fontana Books,4.05
9780689876707,Star Bright (Star Power  #8),Catherine Hapka,Aladdin Paperbacks,3.67
9780851742717,Brown's Star Atlas: Showing All The Bright Stars With Full Instructions How To Find And Use Them For Navigational Purposes And Department Of Trade Examinations.,Brown Son & Ferguson,Brown Son & Ferguson Ltd.,0.0
9780821746219,Bright Star's Promise,Karen A. Bale,Zebra,2.77
9780744005837,Dragon Quest VIII: Journey of the Cursed King Official Strategy Guide,Dan Birlew,BradyGames,4.14
9780765305114,The Dragon Reborn (The Wheel of Time  #3),Robert Jordan,Tor Books,4.25
9780440421214,My Father's Dragon (My Father's Dragon  #1),Ruth Stiles Gannett,Yearling,4.1
9781402728112,The Book of the Dragon,Ciruelo Cabral,Union Square Press,4.2
9780446617673,Must Love Dragons (Immortally Sexy  #2),Stephanie Rowe,Warner Forever,3.98
9780786939183,Player's Handbook II,David Noonan,Wizards of the Coast,3.76
9781416912279,Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,Simon & Schuster Books for Young Readers,3.86
9780449908402,The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,Ballantine Books,4.27
9781857236071,Running with the Demon (Word & Void #1),Terry Brooks,Orbit Books,3.97
9781416502043,The Voyage of the Jerle Shannara Trilogy (Voyage of the Jerle Shannara  #1-3),Terry Brooks,Pocket Books,4.27
9780345335289,The Black Unicorn (Magic Kingdom of Landover #2),Terry Brooks,Del Rey Books,3.77
9783442249756,Der Sohn von Shannara,Terry Brooks/Tony Westermayr,Goldmann,4.16
9780517199961,First King of Shannara (Shannara Prequel),Terry Brooks,Random House Value Publishing,3.96
9780345439499,The Best of Lester Del Rey,Lester del Rey/Terry Brooks,Del Rey,3.79
9780099409960,The Phantom Menace (Star Wars: Novelizations  #1),Terry Brooks/George Lucas,Arrow,3.57
9782914370318,L'epée de Shannara,Terry Brooks/Rosalie Guillaume,Bragelonne,3.45
9783442352432,Star Wars. Episode I - Die dunkle Bedrohung,Terry Brooks/George Lucas/Regina Winter,Blanvalet Taschenbuch Verlag,3.57
9781852521417,The Deming Management Method,Mary Walton,Management Books 2000,3.95
9781857230758,The Scions of Shannara (Heritage of Shannara  #1),Terry Brooks,Orbit,3.99
9781402736957,The Three Musketeers (Classic Starts),Oliver Ho/Jamel Akib/Alexandre Dumas/Arthur Pober,Sterling Publishing Co.  Inc.,4.12
9780007104840,The One Minute Minute Sales Person,Spencer Johnson,HarperCollins Publishers,3.78
9781401202422,JLA  Vol. 14: Trial by Fire,Joe Kelly/Doug Mahnke/Tom Nguyen,DC Comics,3.67
9781401211981,Manhunter  Vol. 2: Trial by Fire,Marc Andreyko/Javier Pina/Jesus Saiz/Brad Walker,DC Comics,3.9
9780954734305,Trial by Fire (Stargate SG-1  #1),Sabine C. Bauer,Fandemonium Books,3.79
9780451412126,Trial By Fire,D.W. Buffa,Onyx,3.76
9780310217602,Trial by Fire (Newpointe 911 #4),Terri Blackstock,Zondervan,4.36
9781416513414,Sahara (Dirk Pitt  #11),Clive Cussler,Pocket Books,3.96
9780671521103,Sahara (Dirk Pitt  #11),Clive Cussler,Pocket Books,3.96
9781572308688,Africa South of the Sahara: A Geographical Interpretation (Texts In Regional Geography),Robert Stock,The Guilford Press,3.12
9781419954481,Ellora's Cavemen: Dreams of the Oasis Volume II,Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans,Ellora's Cave,3.63
9780939631902,Ghosts of Gettysburg III: Spirits  Apparitions  and Haunted Places of the Battlefield,Mark Nesbitt,Thomas Publications (PA),4.03
9780553096064,SeinLanguage,Jerry Seinfeld,Bantam,3.63
9780395044995,Der Richter und sein Henker,Friedrich Dürrenmatt/John J. Neumaier/William Gillis,Houghton Mifflin Company,3.73
9780553563382,It Doesn't Take a Hero: The Autobiography of General H. Norman Schwarzkopf,Norman Schwarzkopf/Peter Petre,Bantam,4.04
9780195168952,Battle Cry of Freedom,James M. McPherson,Oxford University Press  USA,4.35
9780345422910,The Straight Dope,Cecil Adams,Ballantine Books,4.19
9780345381118,Return of the Straight Dope,Cecil Adams/Ed Zotti/Slug Signorino,Ballantine,4.22
9780201408256,Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix),Richard P. Feynman/Robert B. Leighton/Matthew L. Sands/Paul Davies,Basic Books,4.21
9780805390476,The Feynman Lectures on Physics Vol 2,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,Pearson Education,4.62
9780345461582,Sliding Scales (Pip & Flinx #10),Alan Dean Foster,Del Rey Books,3.88
9780345495846,Star Trek: Logs Seven and Eight (Star Trek: Log  #7-8),Alan Dean Foster,Del Rey Books,3.68
9780345495815,Star Trek: Logs One and Two (Star Trek: Log  #1-2),Alan Dean Foster,Del Rey Books,3.46
9780345406446,Mid-Flinx (Pip & Flinx #7),Alan Dean Foster,Del Rey Books,3.94
9782290011157,Alien,Alan Dean Foster,Grand Central Publishing,4.09
9780345468390,The Chronicles of Riddick,Alan Dean Foster,Del Rey Books,3.95
9780345323903,With Friends Like These...,Alan Dean Foster,Del Rey,3.94
9780727845641,Nor Crystal Tears (Humanx Commonwealth  #9),Alan Dean Foster,Severn House Publishers,4.03
9780743498296,The Hour of the Gate (Spellsinger  #2),Alan Dean Foster,iBooks,3.84
9780441248834,Betcha Can't Read Just One,Alan Dean Foster/George Alec Effinger/Jack McDevitt/Nina Kiriki Hoffman/Mike Resnick/R.A. Lafferty/Tobias Grace/Laura Resnick/Margaret Ball/Ron Goulart/Mel Gilden/Edward Wellen/Wolfgang Jeschke/Greg Costikyan/Esther M. Friesner/Steve Rasnic Tem,Ace,3.92
9780345443007,Star Wars: The Approaching Storm,Alan Dean Foster,Del Rey Books,3.51
9780446362375,Chorus Skating (Spellsinger  #8),Alan Dean Foster,Aspect,3.62
9780345495839,Star Trek: Logs Five and Six (Star Trek: Log  #5-6),Alan Dean Foster,Del Rey Books,3.65
9780671854058,Star Trek: Logs 7-10,Alan Dean Foster,Pocket Books,3.71
9780060518516,The Hand of Dinotopia,Alan Dean Foster/James Gurney,Avon Books,3.96
9780441008476,Interlopers,Alan Dean Foster,Ace,3.33
9780446352642,Alien Nation,Alan Dean Foster,Warner Books,3.55
9780345418616,Phylogenesis (Founding of the Commonwealth  #1),Alan Dean Foster,Del Rey Books,3.82
9780143039846,Rashōmon and Seventeen Other Stories,Ryūnosuke Akutagawa/Jay Rubin/Haruki Murakami/Yoshihiro Tatsumi,Penguin Classics,4.13
9780071418584,How to Talk to Anyone: 92 Little Tricks for Big Success in Relationships,Leil Lowndes,Contemporary Books,3.78
9780439895569,There Was a Cold Lady Who Swallowed Some Snow!,Lucille Colandro/Jared Lee/Skip Hinnant,Scholastic Audio Books,3.85
9780679783206,The Red Badge of Courage & The Veteran,Stephen Crane/Shelby Foote,Modern Library,3.38
9780451526472,The Red Badge of Courage and Four Stories,Stephen Crane/James Dickey,Signet Classics,3.35
9781402726637,The Red Badge of Courage (Classic Starts),Oliver Ho/Jamel Akib/Arthur Pober/Stephen Crane,Sterling,3.86
9780765348449,New Threads in the Pattern: The Great Hunt  Part 2 (Wheel of Time  #2-2),Robert Jordan/Charles Keegan,Starscape,4.27
9780812513752,Lord of Chaos (The Wheel of Time  #6),Robert Jordan,Tor Books,4.13
9781841491837,Crossroads of Twilight (Wheel of Time  #10),Robert Jordan,Orbit,3.82
9781586633578,Frankenstein (SparkNotes Literature Guide),SparkNotes/Mary Wollstonecraft Shelley,SparkNotes,3.5
9780764587269,Mary Shelley‘s Frankenstein,Mary Wollstonecraft Shelley/Anca Munteanu,Cliffs Notes,3.79
9780785116349,Essential Monster of Frankenstein  Vol. 1,Gary Friedrich/Doug Moench/John Buscema/Mike Ploog/Val Mayerick,Marvel Comics,3.62
9780743255783,Frankenstein,Mary Wollstonecraft Shelley,Kaplan Publishing,3.79
9781419542244,Frankenstein,Mary Wollstonecraft Shelley,Kaplan,3.79
9780553576375,The Memoirs of Elizabeth Frankenstein,Theodore Roszak,Bantam,3.56
9780452269682,The Essential Frankenstein,Mary Wollstonecraft Shelley/Leonard Wolf/Christopher H. Bing,Plume,3.79
9780452273375,Father of Frankenstein,Christopher Bram,Plume,4.1
9780766608283,Frankenstein,Mary Wollstonecraft Shelley,Modern Publishing,3.79
9780684850627,The Walrus Was Paul: The Great Beatle Death Clues,R. Gary Patterson/Jay Fox,Touchstone,3.72
9780879100360,Harpo Speaks!,Harpo Marx/Rowland Barber,Limelight Editions,4.41
9780671470722,Groucho  Harpo  Chico  and Sometimes Zeppo: A History of the Marx Brothers and a Satire on the Rest of the World,Joe Adamson,Simon & Schuster,4.07
9780895873316,Topsail Island: Mayberry by the Sea,Ray McAllister/Vicki McAllister,John F. Blair  Publisher,3.94
9780373793181,Take on Me (Secret Lives of Daytime Divas  #1),Sarah Mayberry,Harlequin Blaze,3.69
9780373793242,All Over You (Secret Lives of Daytime Divas  #2),Sarah Mayberry,Harlequin Blaze,3.73
9780670034574,The 33 Strategies of War,Robert Greene/Joost Elffers,Viking,4.3
9781400052219,Jimmy Stewart: A Biography,Marc Eliot,Harmony,3.85
9780760328248,Jimmy Stewart: Bomber Pilot,Starr Smith/Walter Cronkite,Zenith Press,3.93
9781569803103,Jimmy Stewart: The Truth Behind the Legend,Michael Munn,Barricade Books,3.97
9780061094231,Dirt (Stone Barrington  #2),Stuart Woods,HarperTorch,3.89
9780876121511,La Ley del Exito,Paramahansa Yogananda,Self-Realization Fellowship Publishers,4.44
9780425039298,Incident at Exeter,John G. Fuller,Berkley Books (NY),3.56
9780393703276,The Body Remembers: The Psychophysiology of Trauma and Trauma Treatment,Babette Rothschild,W. W. Norton  Company,4.27
9780842356299,Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,Tyndale House Publishers,4.43
9780440236634,A Summer to Remember (Bedwyn Prequels  #2),Mary Balogh,Dell,4.08
9780820321752,Because I Remember Terror  Father  I Remember You,Sue William Silverman,University of Georgia Press,4.11
9780689854590,The Last Story (Remember Me  #3),Christopher Pike,Simon Pulse,3.65
9780671892678,A Place Where the Sea Remembers,Sandra Benítez,Scribner,3.62
9780451211446,She Who Remembers (Kwani  #1),Linda Lay Shuler,NAL Trade,4.03
9780385496056,What the Body Remembers,Shauna Singh Baldwin,Anchor,3.89
9780373078547,Long Gone Lonesome Blues (The Texas Brands  #4),Maggie Shayne,Silhouette,4.25
9781416530749,Remember When (Foster Saga  #1),Judith McNaught,Pocket Books,3.95
9780553581850,A Kiss to Remember (Once Upon a Time  #3),Teresa Medeiros,Bantam,3.89
9780756622381,Star Wars: The Complete Visual Dictionary,James Luceno/David West Reynolds/Ryder Windham,DK Children,4.33
9780756630522,Star Wars: The Ultimate Visual Guide,Daniel  Wallace/Ryder Windham,DK Children,4.33
9780756614195,Star Wars Complete Locations,James Luceno/Kerrie Dougherty/Simon Beecroft/Kristin Lund/Hans Jenssen/Richard Chasemore,DK Publishing (Dorling Kindersley),4.31
9780761554912,Lego Star Wars: Prima Official Game Guide,Michael Littlefield,Prima Games,4.62
9780345477606,Star Wars: The New Essential Guide to Alien Species,Ann Margaret Lewis/Helen Keier/Chris Trevas/William O'Connor,Del Rey,4.18
9780345449016,Star Wars:  The New Essential Chronology,Daniel  Wallace/Mark Chiarello/Tommy Lee Edwards/John Van Fleet,Del Rey,4.3
9780345463050,The Swarm War (Star Wars: Dark Nest  #3),Troy Denning,Del Rey Books,3.49
9781593077099,Star Wars: Empire  Volume 7: The Wrong Side of the War,Welles Hartley/Davide Fabbri/Christian Dalla Vecchia,Dark Horse Books,3.79
9780345477385,Allegiance (Star Wars),Timothy Zahn,Del Rey,3.99
9780810959361,Creating the Worlds of Star Wars: 365 Days,John Knoll/J.W. Rinzler,Harry N. Abrams,4.13
9781569719626,Star Wars: Clone Wars  Volume 1: The Defense of Kamino and Other Tales,John Ostrander/W. Haden Blackman,Dark Horse Books,3.85
9780345494764,The Making of Star Wars (Star Wars:  The Making of  #1),J.W. Rinzler/Peter  Jackson,Del Rey,4.53
9780345449030,Star Wars:  The New Essential Guide to Weapons & Technology,W. Haden Blackman,Del Rey,4.08
9780811828031,The Star Wars Cookbook II: Darth Malt and More Galactic Recipes,Wesley Martin/Frankie Frankeny,Chronicle Books,3.86
9780756623432,You Can Draw: Star Wars,Bonnie Burton/Matt Busch/Tom Hodges,DK Children,4.05
9781593076276,Star Wars: Empire  Volume 6: In the Shadows of Their Fathers,Thomas Andrews/Scott Allie,Dark Horse Books,3.68
9780345449023,Star Wars:  The New Essential Guide to Vehicles & Vessels,W. Haden Blackman/Ian Fullwood,Del Rey,4.12
9781593076405,Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman,Dark Horse Comics,4.07
9780811848831,The Star Wars Poster Book,Stephen J. Sansweet/Peter Vilmur,Chronicle Books,4.5
9781593075538,Star Wars: Clone Wars  Volume 9: Endgame,John Ostrander/Welles Hartley/Jan Duursema,Dark Horse Books,4.11
9780811821841,Wookiee Cookies: A Star Wars Cookbook,Robin  Davis/Frankie Frankeny,Chronicle Books,3.93
9780345449009,Star Wars:  The New Essential Guide to Characters,Daniel  Wallace/Michael Sutfin,Del Rey,3.98
9780345475824,The Star Wars Trilogy,George Lucas/Donald F. Glut/James Kahn,Del Rey,4.25
9781569716199,Star Wars Tales  Vol. 1,Dave Land/Peter David/Dave Cooper/Dan Jolley/Doug Wheatley/Tom Fowler/Kilian Plunkett/Sean Phillips/Ryder Windham/John Ostrander/Jan Duursema/Timothy Zahn/Darko Macan/Rich Handley/Igor Kordey/Ron Marz/Rich Hedden/Rick Leonardi/Claudio Castellini/Martin Egeland/Lovern Kindzierski/Chris Brunner/Peet Janes/Jim Woodring,Dark Horse Books,3.89
9780439681308,Complete Star Wars Trilogy Scrapbook Re-issue,David Levithan/Ryder Windham/Marc Cotta Vaz,Scholastic Paperbacks,3.14
9781593073527,Star Wars: Clone Wars  Volume 6: On the Fields of Battle,John Ostrander/Jan Duursema,Dark Horse Books,4.04
9781593074821,Star Wars: Clone Wars  Volume 8: The Last Siege  the Final Truth,John Ostrander/Jan Duursema/Dan Parsons,Dark Horse Books,4.1
9780099410386,Star by Star (Star Wars: The New Jedi Order  #9),Troy Denning,Arrow,3.95
9780756611286,Star Wars: Episode III - Revenge of the Sith: The Visual Dictionary,James Luceno/John Goodson/Robert E. Barnes,DK Children,4.16
9780811828697,The Wildlife of Star Wars,Terryl Whitlatch/Bob Carrau,Chronicle Books,4.42
9780861714971,The Dharma of Star Wars,Matthew Bortolin,Wisdom Publications,4.03
9781593077112,Star Wars: Rebellion  Vol. 1: My Brother  My Enemy,Rob Williams/Michel Lacombe,Dark Horse,3.94
9781569719640,Star Wars: Empire  Volume 1: Betrayal,Scott Allie/Ryan Benjamin/Curtis Arnold,Dark Horse Books,3.82
9780345428837,Revenge of the Sith (Star Wars: Novelizations  #3),Matthew Woodring Stover/George Lucas,Lucas Books,4.14
9780756611293,Star Wars:  Revenge of the Sith Incredible Cross-Sections,Curtis Saxton/Hans Jenssen/Richard Chasemore,DK Children,4.21
9781593075675,Star Wars: Clone Wars Adventures  Volume 6,W. Haden Blackman/Matt Fillbach/Shawn Fillbach/Ronda Pattison/Mike Kennedy/Stewart McKenney/Rick Lacy/Dan Jackson/Michael David Thomas/Joshua Elliott,Dark Horse Books,3.78
9781593074661,Star Wars: Empire  Volume 5: Allies and Adversaries,Ron Marz/Jeremy Barlow/Brandon Badeaux,Dark Horse Books,3.51
9780345463098,Yoda: Dark Rendezvous,Sean Stewart,Del Rey,3.88
9781401302337,Not a Genuine Black Man: Or  How I Claimed My Piece of Ground in the Lily-White Suburbs,Brian Copeland,Hachette Books,4.04
9780933121263,Black Man of the Nile and His Family,Yosef A.A. Ben-Jochannan,Black Classic Press,4.53
9780803283855,Black Elk Speaks: Being the Life Story of a Holy Man of the Oglala Sioux,Black Elk/John G. Neihardt,Bison Books,4.13
9781416509080,Ring of Fire (Ring of Fire Anthology  #1),Eric Flint/David Weber/Mercedes Lackey/Dave Freer/Andrew Dennis/Virginia DeMarce/Loren K. Jones/S.L. Viehl/Anette M. Pedersen/Jonathan Cresswell/Scott Washburn/Deann Allen/Mike Turner/Greg Donahue/Walt Boyes/Jody Dorsett/K.D. Wentworth,Baen,3.9
9781416509387,1635: The Cannon Law (Assiti Shards  #8),Eric Flint/Andrew Dennis,Baen,3.76
9780373612116,Five Rings of Fire (Able Team  #11),Tom Arnett/Dick Stivers/Don Pendleton,Gold Eagle,3.64
9780060727536,Cash,Johnny Cash/Patrick   Carr,HarperOne,4.07
9780306813689,Johnny Cash,Michael Streissguth,Da Capo Press,3.79
9781416527299,Controversy Creates Cash,Eric Bischoff/Jeremy Roberts,World Wrestling Entertainment Books,3.62
9781596432949,Side Effects,Amy Goldman Koss,Roaring Brook Press,3.87
9781577314035,Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler,New World Library,4.43
9781577312093,The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl),Joseph Campbell,New World Library,4.22
9780385418867,The Power of Myth,Joseph Campbell/Bill Moyers,Anchor,4.29
9780316013314,The Beatles: The Biography,Bob Spitz,Little Brown,4.15
9781592402694,Here  There and Everywhere: My Life Recording the Music of the Beatles,Geoff Emerick/Howard Massey/Elvis Costello,Avery Publishing Group,4.25
9780810959118,The Beatles: 365 Days,Simon Wells,Harry N. Abrams,4.18
9780060844097,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,It Books,4.18
9780743235655,Shout! The Beatles in Their Generation,Philip Norman,Fireside,4.03
9781579120580,The Beatles Illustrated Lyrics,Alan Aldridge/The Beatles,Black Dog & Leventhal Publishers,4.26
9780966264920,The Beatles' Story on Capitol Records  Part Two: The Albums,Bruce Spizer,Four Ninety-Eight Productions,4.72
9781843537205,The Rough Guide to The Beatles,Chris Ingham,Rough Guides,3.91
7399996082200,The Beatles Complete - Updated Edition,The Beatles,Hal Leonard Publishing Corporation,4.47
9780451207357,The Love You Make: An Insider's Story of the Beatles,Peter     Brown/Steven Gaines/Anthony DeCurtis,NAL,4.08
9780674016361,Magic Circles: The Beatles in Dream and History,Devin McKinney,Harvard University Press,3.88
9780385315173,A Day in the Life: The Music and Artistry of the Beatles,Mark Hertsgaard,Delta,4.16
9780517581001,Complete Beatles Chronicle  The,Mark Lewisohn/Peter  Guzzardi,Harmony,4.39
9780711983083,The Beatles Diary  Vol 1: From Liverpool to London (Falk Symposium),Keith Badman/Keith Badman,Omnibus Press,4.56
9780618251452,Two of Us: The Story of a Father  a Son  and the Beatles,Peter J. Smith,Houghton Mifflin Harcourt,3.53
9780062736987,A Hard Day's Write: The Stories Behind Every Beatles Song,Steve Turner,HarperResource,4.18
9780393328868,The Beatles,Hunter Davies,W. W. Norton  Company,4.1
9780028621302,Complete Idiot's Guide to The Beatles,Richard Buskin/Allan Kozinn,Alpha,3.73
9780380796984,Beatles: Every Little Thing,Maxwell Mackenzie,It Books,3.83
9780140165302,Margot Fonteyn,Meredith Daneman,Penguin,4.03
9780375709227,A General Theory of Love,Thomas Lewis/Fari Amini/Richard Lannon,Vintage,4.11
9780684854465,Mad Cowboy: Plain Truth from the Cattle Rancher Who Won't Eat Meat,Howard F. Lyman/Glen Merzer,Scribner,4.13
9781567313987,The Life You Were Born to Live,Dan Millman,MJF Books,4.11
9780451218049,Lover Eternal (Black Dagger Brotherhood  #2),J.R. Ward,Signet,4.35
9780553525021,The Silmarillion  Volume 3,J.R.R. Tolkien/Martin Shaw,Random House Audio,4.19
9780375753107,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin/D.J. Enright,Modern Library Classics,4.35
9780701137687,Swanns Way (In Search of Lost Time #1),Marcel Proust,Chatto and Windus,4.14
9780800631284,Missing Persons and Mistaken Identities: Women and Gender in Ancient Israel,Phyllis A. Bird,Augsburg Fortress Publishing,3.8
9788172235222,Mistaken Identity,Nayantara Sahgal,Harper Collins,2.98
9780471272427,The Skeptic's Dictionary: A Collection of Strange Beliefs  Amusing Deceptions  and Dangerous Delusions,Robert Todd Carroll,Wiley,4.02
9780393322965,The Bush Dyslexicon: Observations on a National Disorder,Mark Crispin Miller,W. W. Norton  Company,3.56
9781573928915,Extraordinary Popular Delusions & the Madness of Crowds (Great Minds),Charles Mackay,Prometheus Books,3.88
9780471133124,Extraordinary Popular Delusions and the Madness of Crowds/Confusión de Confusiones (Marketplace Book),Martin S. Fridson/Charles Mackay/Joseph de La Vega,Wiley,3.91
9780934380232,The Crowd/Extraordinary Popular Delusions & the Madness of Crowds,Gustave Le Bon/Charles Mackay,Wasendorf & Associates Inc,3.93
9780439405577,The Capture (Guardians of Ga'Hoole  #1),Kathryn Lasky,Scholastic Paperbacks,3.9
9780439405584,The Journey (Guardians of Ga'Hoole  #2),Kathryn Lasky,Scholastic  Inc.,4.0
9780439405591,The Rescue (Guardians of Ga'Hoole  #3),Kathryn Lasky,Scholastic  Inc.,4.07
9780142403228,The Night Journey,Kathryn Lasky,Puffin Books,3.77
9780312878603,The Collected Stories of Arthur C. Clarke,Arthur C. Clarke,Tom Doherty Associates/Orb Books,4.29
9780345452511,Sunstorm (A Time Odyssey  #2),Arthur C. Clarke/Stephen Baxter,Del Rey Books,3.83
9780646418421,Lair of the White Worm,Bram Stoker,Deodand Publishing,2.86
9780486297163,Best Ghost and Horror Stories,Bram Stoker/Richard Dalby,Dover Publications,3.52
9781852424473,The Blonde on the Street Corner,David Goodis,Serpent's Tail,3.71
9781852426743,Of Tender Sin,David Goodis/Adrian Wootton,Serpent's Tail,3.69
9781852424497,The Moon in the Gutter,David Goodis/Adrian Wootton,Serpent's Tail,3.65
9781416912330,Dear Peter Rabbit,Alma Flor Ada/Leslie Tryon,Aladdin Paperbacks,4.13
9780671034436,The Chocolate-Covered Contest (Nancy Drew  #151),Carolyn Keene,Aladdin,3.89
9780671691325,Ghost Stories (Nancy Drew),Carolyn Keene,Aladdin,3.75
9780803273597,The Humor of the American Cowboy,Stan Hoig/Nick Eggenhofer,Bison Books,3.43
9781593072285,Ghost in the Shell (Ghost in the Shell  #1),Masamune Shirow,Dark Horse Comics,4.18
9781845760182,Ghost in the Shell,Masamune Shirow,Titan,4.18
9781421513942,Ghost in the Shell 2: Innocence: After The Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn/Daigo Shinma/Keita Saeki/Mamoru Oshii/Shinji Maki,VIZ Media LLC,3.97
9780061140501,At the Edge (Psychic Triplet Trilogy  #1),Cait London,Avon,3.79
9780373764198,Tallchief: The Hunter (The Tallchiefs #9),Cait London,Silhouette Desire,4.12
9780060001810,With Her Last Breath,Cait London,Avon,3.66
9780373483372,Tallchief For Keeps (The Tallchiefs #3),Cait London,Silhouette,4.2
9781401204105,The Sgt. Rock Archives  Vol. 3,Robert Kanigher/Joe Kubert/Russ Heath/Mark Chiarello/Jerry Grandinetti/Irv Novack,DC Comics,4.47
9781563898419,The Sgt. Rock Archives  Vol. 1,Robert Kanigher/Bob Haney/Joe Kubert/Jerry Grandinetti,DC Comics,4.2
9781401212483,Sgt. Rock: The Prophecy,Joe Kubert,DC Comics,3.47
9781427802118,Sgt. Frog  Vol. 13 (Sgt. Frog  #13),Mine Yoshizaki,TokyoPop,4.23
9780024181909,The Elements of Style,William Strunk Jr./E.B. White,MacMillan Publishing Company,4.19
9781416509370,On Basilisk Station (Honor Harrington  #1),David Weber,Baen Books,4.13
9781587155871,The Lure of the Basilisk (The Lords of Dûs  #1),Lawrence Watt-Evans,Wildside Press,3.71
9780743292436,Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,Free Press,3.56
9780743272094,Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,Free Press,3.56
9781558321823,Smart Love,Martha Heineman Pieper/William J. Pieper,Harvard Common Press,3.91
9780689846175,Sagwa  the Chinese Siamese Cat,Amy Tan/Gretchen Schields,Aladdin Paperbacks,4.03
9780006550433,The Bonesetter's Daughter,Amy Tan,Harper Perennial,3.99
9780007170401,The Opposite of Fate,Amy Tan,Harper Perennial,3.92
9781597770767,Bonesetter's Daughter,Amy Tan/Joan Chen,Phoenix Audio,3.99
9781582433455,The Horizontal World: Growing Up Wild in the Middle of Nowhere,Debra Marquart,Counterpoint LLC,3.77
9780126801262,Horizontal Gene Transfer,Michael Syvanen/Clarence I. Kado,Academic Press,4.0
9780571214266,The Greek Islands,Lawrence Durrell,Faber & Faber,3.89
9780571225552,The Avignon Quintet: Monsieur  Livia  Constance  Sebastian and Quinx,Lawrence Durrell,Faber & Faber,4.07
9780312172251,Through the Dark Labyrinth: A Biography of Lawrence Durrell,Gordon Bowker,St. Martin's Press,3.83
9780618074518,Clear Light of Day,Anita Desai,Mariner Books,3.68
9780140238136,In Custody,Anita Desai,Penguin Books Ltd,3.33
9780618056804,Baumgartner's Bombay,Anita Desai,Mariner Books,3.47
9781578067596,Tim Burton: Interviews,Kristian Fraga,University Press of Mississippi,4.26
9781842931851,Mysteries,Colin Wilson,Watkins,4.08
9780394718132,The Occult: A History,Colin Wilson,Vintage/Random House Inc. (NYC),3.91
9780856684982,Exemplary Novels IV: Lady Cornelia  the Deceitful Marriage  the Dialogue of the Dogs,Miguel de Cervantes Saavedra/John Macklin,Aris & Phillips,4.2
9780446526418,In the Royal Manner : Expert Advice on Etiquette and Entertaining from the Former Butler to Diana  Princess of Wales,Paul Burrell,Warner Books,3.64
9781400095292,Because the Night (Lloyd Hopkins  #2),James Ellroy,Vintage,3.48
9780375704710,Crime Wave: Reportage and Fiction from the Underside of L.A.,James Ellroy/Art Cooper,Vintage Crime/Black Lizard,3.59
9781400095308,Suicide Hill (Lloyd Hopkins  #3),James Ellroy,Vintage,3.53
9780375727375,American Tabloid (Underworld USA #1),James Ellroy,Vintage/Random House (NY),4.21
9780061014093,Your Cheatin' Heart,Nancy Bartholomew,HarperTorch,3.69
9780684802039,First Things First,Stephen R. Covey/A. Roger Merrill/Rebecca R. Merrill,Free Press,4.1
9780743269513,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey/Jim Collins,Free Press,4.1
9780743297301,The Speed of Trust: The One Thing that Changes Everything,Stephen M.R. Covey,Free Press,3.99
9781594481949,Everything Bad is Good for You,Steven Johnson,Riverhead Books,3.5
9781594489259,The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science  Cities  and the Modern World,Steven Johnson,Riverhead Books,3.9
9780151327737,The Fountains of Paradise,Arthur C. Clarke,Harcourt Brace Jovanovich (NY),3.96
9780786702275,Bad Dreams,Kim Newman,Running Press,3.16
9781403967923,Strawberry Days: How Internment Destroyed a Japanese American Community,David Neiwert,St. Martin's Press,4.0
9781555600389,The Price of Glory (Saga of the Gray Death Legion  #3),William H. Keith Jr.,FASA Corp.,3.89
9780756404321,Feast of Souls (The Magister Trilogy  #1),C.S. Friedman,DAW,3.89
9780756400439,In Conquest Born (In Conquest Born  #1),C.S. Friedman,DAW,3.88
